order_id,ordertime,store_id,user_id,order_item_id,item_id
e8810e46-fc0a-4a95-980c-90880461150c,2024-04-20 16:37:37,32a98104-c3ef-4fc4-b8cc-338e961e79d6,3e2531d3-d191-4ac7-89c6-d95a03ac1b61,4020a06c-46d0-4612-9505-e51823d29932,94ba5107-930d-47c8-ab99-cb944a1ce0b4
e8810e46-fc0a-4a95-980c-90880461150c,2024-04-20 16:37:37,32a98104-c3ef-4fc4-b8cc-338e961e79d6,3e2531d3-d191-4ac7-89c6-d95a03ac1b61,b98d1c23-8596-44f4-85f9-14231c6b1f4f,3bb33775-5f39-4c04-bd74-2ebc8611f683
e8810e46-fc0a-4a95-980c-90880461150c,2024-04-20 16:37:37,32a98104-c3ef-4fc4-b8cc-338e961e79d6,3e2531d3-d191-4ac7-89c6-d95a03ac1b61,9945afd0-66df-4e2e-bf43-82c626f04f9b,819908c1-5bb0-40bd-841e-2e5a1433ccea
e8810e46-fc0a-4a95-980c-90880461150c,2024-04-20 16:37:37,32a98104-c3ef-4fc4-b8cc-338e961e79d6,3e2531d3-d191-4ac7-89c6-d95a03ac1b61,d70f0b04-4c7f-468b-af33-c50fbce280ba,819908c1-5bb0-40bd-841e-2e5a1433ccea
e8810e46-fc0a-4a95-980c-90880461150c,2024-04-20 16:37:37,32a98104-c3ef-4fc4-b8cc-338e961e79d6,3e2531d3-d191-4ac7-89c6-d95a03ac1b61,521b01d1-a7bd-424a-ad83-f247d94d201a,ed3e1b44-c8a4-42d3-af71-dbfa37b768c4
e8810e46-fc0a-4a95-980c-90880461150c,2024-04-20 16:37:37,32a98104-c3ef-4fc4-b8cc-338e961e79d6,3e2531d3-d191-4ac7-89c6-d95a03ac1b61,ace52441-0c9c-4952-a55a-b5429582a4a5,341b7cdf-0b98-41f5-a0bc-d04057f9994e
e8810e46-fc0a-4a95-980c-90880461150c,2024-04-20 16:37:37,32a98104-c3ef-4fc4-b8cc-338e961e79d6,3e2531d3-d191-4ac7-89c6-d95a03ac1b61,cfd0a5fd-3ace-4886-9adc-4b365b73f1f9,341b7cdf-0b98-41f5-a0bc-d04057f9994e
96d1178c-96f6-45e9-81aa-3b9c742ecb17,2023-02-14 18:09:37,50573eab-8859-452e-9c34-1f63e19b35c7,1fe59eda-2b45-4bbd-812a-ee16e77b5880,7621f728-8710-4685-a890-00a1fd902e96,689bba47-9d64-46bd-acb6-3b741e0fffc0
96d1178c-96f6-45e9-81aa-3b9c742ecb17,2023-02-14 18:09:37,50573eab-8859-452e-9c34-1f63e19b35c7,1fe59eda-2b45-4bbd-812a-ee16e77b5880,58466915-2d33-4f29-9be3-06a25969fb8f,0a22730a-d9be-4e4d-ab28-c472f6d3e7df
96d1178c-96f6-45e9-81aa-3b9c742ecb17,2023-02-14 18:09:37,50573eab-8859-452e-9c34-1f63e19b35c7,1fe59eda-2b45-4bbd-812a-ee16e77b5880,920c5c0f-ea70-4d40-89e3-e50dfaff934c,ed3e1b44-c8a4-42d3-af71-dbfa37b768c4
4f9e68f2-2698-4531-a83d-e0ab00a4b2d7,2024-06-22 16:24:17,a02e8f7f-d1d6-4919-8215-5b1379d3dd75,5ac233d7-8744-493a-8808-c49198650ec7,82ff7140-b79b-4a3e-8750-dfd62d4c6073,ed3e1b44-c8a4-42d3-af71-dbfa37b768c4
4f9e68f2-2698-4531-a83d-e0ab00a4b2d7,2024-06-22 16:24:17,a02e8f7f-d1d6-4919-8215-5b1379d3dd75,5ac233d7-8744-493a-8808-c49198650ec7,45f9ebf6-cffc-41a8-894d-dc98538b2a6b,ed3e1b44-c8a4-42d3-af71-dbfa37b768c4
4f9e68f2-2698-4531-a83d-e0ab00a4b2d7,2024-06-22 16:24:17,a02e8f7f-d1d6-4919-8215-5b1379d3dd75,5ac233d7-8744-493a-8808-c49198650ec7,87edebf5-78c2-4b83-8aad-6c740e8572c5,94ba5107-930d-47c8-ab99-cb944a1ce0b4
4f9e68f2-2698-4531-a83d-e0ab00a4b2d7,2024-06-22 16:24:17,a02e8f7f-d1d6-4919-8215-5b1379d3dd75,5ac233d7-8744-493a-8808-c49198650ec7,b5427702-9014-4247-bc21-cd4768ab1e21,26fca9ea-e65f-49b0-99b2-60da79c274c1
4f9e68f2-2698-4531-a83d-e0ab00a4b2d7,2024-06-22 16:24:17,a02e8f7f-d1d6-4919-8215-5b1379d3dd75,5ac233d7-8744-493a-8808-c49198650ec7,a2cd5496-a832-4f88-8dd8-86cff4c3dca4,cd3b195b-7122-4d3b-b58a-e31514be92e1
4f9e68f2-2698-4531-a83d-e0ab00a4b2d7,2024-06-22 16:24:17,a02e8f7f-d1d6-4919-8215-5b1379d3dd75,5ac233d7-8744-493a-8808-c49198650ec7,70aa0e5b-7357-4a75-b64e-281957b53b10,1595efee-a826-4148-89c1-63727ddb19a3
4f9e68f2-2698-4531-a83d-e0ab00a4b2d7,2024-06-22 16:24:17,a02e8f7f-d1d6-4919-8215-5b1379d3dd75,5ac233d7-8744-493a-8808-c49198650ec7,66f14d18-ac49-4859-891a-178efabbd21a,7e20dac8-f49e-4262-8fcf-796dc56b629b
4f9e68f2-2698-4531-a83d-e0ab00a4b2d7,2024-06-22 16:24:17,a02e8f7f-d1d6-4919-8215-5b1379d3dd75,5ac233d7-8744-493a-8808-c49198650ec7,60af0482-e81d-4613-b385-11b6c848fd60,77e4d24c-d17b-4396-8fc9-19c7a4578855
4f9e68f2-2698-4531-a83d-e0ab00a4b2d7,2024-06-22 16:24:17,a02e8f7f-d1d6-4919-8215-5b1379d3dd75,5ac233d7-8744-493a-8808-c49198650ec7,7fd30468-8129-45bb-8cc5-04dce4d99a7d,0a22730a-d9be-4e4d-ab28-c472f6d3e7df
7d32bb98-f6d7-4061-8338-3e2c365826b1,2024-03-15 15:59:51,d0b86425-b92e-465e-b48b-1365911dd4ca,c69818ae-ecab-47e4-ab6e-ab7a9a74d643,310a6d00-8950-471e-b09e-5fc38851a926,0218ce5d-5f69-4982-8ebf-a92378de59e6
7d32bb98-f6d7-4061-8338-3e2c365826b1,2024-03-15 15:59:51,d0b86425-b92e-465e-b48b-1365911dd4ca,c69818ae-ecab-47e4-ab6e-ab7a9a74d643,8f8d76e0-c58a-427f-97f4-e55175e18fed,0a22730a-d9be-4e4d-ab28-c472f6d3e7df
7d32bb98-f6d7-4061-8338-3e2c365826b1,2024-03-15 15:59:51,d0b86425-b92e-465e-b48b-1365911dd4ca,c69818ae-ecab-47e4-ab6e-ab7a9a74d643,acd188cf-4e25-41a3-9303-7ce1f2b2f38f,cd3b195b-7122-4d3b-b58a-e31514be92e1
7d32bb98-f6d7-4061-8338-3e2c365826b1,2024-03-15 15:59:51,d0b86425-b92e-465e-b48b-1365911dd4ca,c69818ae-ecab-47e4-ab6e-ab7a9a74d643,ea0e108c-6968-4fac-9520-6fdddf9b056e,94ba5107-930d-47c8-ab99-cb944a1ce0b4
7d32bb98-f6d7-4061-8338-3e2c365826b1,2024-03-15 15:59:51,d0b86425-b92e-465e-b48b-1365911dd4ca,c69818ae-ecab-47e4-ab6e-ab7a9a74d643,07a163c8-5471-49e2-9a3e-ebae2b84c79b,1595efee-a826-4148-89c1-63727ddb19a3
7d32bb98-f6d7-4061-8338-3e2c365826b1,2024-03-15 15:59:51,d0b86425-b92e-465e-b48b-1365911dd4ca,c69818ae-ecab-47e4-ab6e-ab7a9a74d643,1cf3b963-3c33-4017-bc4c-51a20bfebfb3,3bb33775-5f39-4c04-bd74-2ebc8611f683
7d32bb98-f6d7-4061-8338-3e2c365826b1,2024-03-15 15:59:51,d0b86425-b92e-465e-b48b-1365911dd4ca,c69818ae-ecab-47e4-ab6e-ab7a9a74d643,63094fd4-9c79-4b83-9657-a1347c9de7cc,1595efee-a826-4148-89c1-63727ddb19a3
7d32bb98-f6d7-4061-8338-3e2c365826b1,2024-03-15 15:59:51,d0b86425-b92e-465e-b48b-1365911dd4ca,c69818ae-ecab-47e4-ab6e-ab7a9a74d643,ca670954-2bbd-439f-b537-1065f328c474,aad1858f-866a-4818-a2b9-9b4e66d2dc74
7d32bb98-f6d7-4061-8338-3e2c365826b1,2024-03-15 15:59:51,d0b86425-b92e-465e-b48b-1365911dd4ca,c69818ae-ecab-47e4-ab6e-ab7a9a74d643,87873a4a-ea3b-4ffb-9fc4-25be267e09b5,0c910c12-e6da-4429-9ef4-0dd71d3e727d
479bb294-4ce4-4558-a3b7-c7beaad857b8,2025-05-06 20:41:06,81581b4e-833b-4846-92f6-f9f8e89549ab,6f015049-9ca2-4e37-84b0-1a5e656ee177,723740b9-db52-4250-8cea-cf6a22005e5a,ed3e1b44-c8a4-42d3-af71-dbfa37b768c4
479bb294-4ce4-4558-a3b7-c7beaad857b8,2025-05-06 20:41:06,81581b4e-833b-4846-92f6-f9f8e89549ab,6f015049-9ca2-4e37-84b0-1a5e656ee177,28315ac7-39f0-4bb4-a7bb-ec3d18530c7c,819908c1-5bb0-40bd-841e-2e5a1433ccea
8d3d0b9f-354c-4476-83f1-622eb86ec857,2023-08-08 15:49:10,1e6eaadf-4f4b-4c5d-8f28-4e5f130e373b,40e99018-630a-4fdc-882a-f3b56019d669,4cd14880-b60e-4235-aed0-1dbf8615ebfd,56923ff0-21b0-4e12-a263-df05f8c3a992
8d3d0b9f-354c-4476-83f1-622eb86ec857,2023-08-08 15:49:10,1e6eaadf-4f4b-4c5d-8f28-4e5f130e373b,40e99018-630a-4fdc-882a-f3b56019d669,81f6e2a9-7093-4a98-b9e6-21775e6e65dd,88710f75-9925-4523-8327-8593694eabb1
fcf05dfb-e0aa-4712-b260-54b394a0da3d,2022-04-27 11:31:25,87d1e3a6-a52c-416b-ac28-b58183af7843,069501fd-6029-49ed-aac0-1d91b124902f,27666f88-a9eb-4f55-b94f-fad1fbf972f4,ed3e1b44-c8a4-42d3-af71-dbfa37b768c4
fcf05dfb-e0aa-4712-b260-54b394a0da3d,2022-04-27 11:31:25,87d1e3a6-a52c-416b-ac28-b58183af7843,069501fd-6029-49ed-aac0-1d91b124902f,16366d81-4180-479c-a44a-87d5db73164b,0a22730a-d9be-4e4d-ab28-c472f6d3e7df
fcf05dfb-e0aa-4712-b260-54b394a0da3d,2022-04-27 11:31:25,87d1e3a6-a52c-416b-ac28-b58183af7843,069501fd-6029-49ed-aac0-1d91b124902f,df685a9b-e94a-4466-9846-6f3d248c0735,819908c1-5bb0-40bd-841e-2e5a1433ccea
fcf05dfb-e0aa-4712-b260-54b394a0da3d,2022-04-27 11:31:25,87d1e3a6-a52c-416b-ac28-b58183af7843,069501fd-6029-49ed-aac0-1d91b124902f,edde1206-7ce3-4d42-84ad-71eb982f5956,aad1858f-866a-4818-a2b9-9b4e66d2dc74
fcf05dfb-e0aa-4712-b260-54b394a0da3d,2022-04-27 11:31:25,87d1e3a6-a52c-416b-ac28-b58183af7843,069501fd-6029-49ed-aac0-1d91b124902f,ef44320c-0f0f-4399-a762-0f84cabdbf4d,aad1858f-866a-4818-a2b9-9b4e66d2dc74
fcf05dfb-e0aa-4712-b260-54b394a0da3d,2022-04-27 11:31:25,87d1e3a6-a52c-416b-ac28-b58183af7843,069501fd-6029-49ed-aac0-1d91b124902f,a02ae40d-b2ea-45f6-8595-4bdff34625ae,cd3b195b-7122-4d3b-b58a-e31514be92e1
fcf05dfb-e0aa-4712-b260-54b394a0da3d,2022-04-27 11:31:25,87d1e3a6-a52c-416b-ac28-b58183af7843,069501fd-6029-49ed-aac0-1d91b124902f,a0c73832-14d2-4aea-99df-2d28e92f656c,94ba5107-930d-47c8-ab99-cb944a1ce0b4
fcf05dfb-e0aa-4712-b260-54b394a0da3d,2022-04-27 11:31:25,87d1e3a6-a52c-416b-ac28-b58183af7843,069501fd-6029-49ed-aac0-1d91b124902f,c1705376-33c2-4960-8f78-bd576a8fe981,7e20dac8-f49e-4262-8fcf-796dc56b629b
fcf05dfb-e0aa-4712-b260-54b394a0da3d,2022-04-27 11:31:25,87d1e3a6-a52c-416b-ac28-b58183af7843,069501fd-6029-49ed-aac0-1d91b124902f,b60603c8-6da2-4b75-86e8-116e7f502c53,56923ff0-21b0-4e12-a263-df05f8c3a992
fcf05dfb-e0aa-4712-b260-54b394a0da3d,2022-04-27 11:31:25,87d1e3a6-a52c-416b-ac28-b58183af7843,069501fd-6029-49ed-aac0-1d91b124902f,435114d2-96df-4cc7-bca4-145b9645051a,ed3e1b44-c8a4-42d3-af71-dbfa37b768c4
a32373e9-4107-4e58-ba1f-a386a690bb39,2024-11-17 14:53:59,81581b4e-833b-4846-92f6-f9f8e89549ab,f4dda795-3735-478c-a08a-e578062778f1,20bf1459-9db1-47d3-8ab9-8ab2081f19c4,689bba47-9d64-46bd-acb6-3b741e0fffc0
a32373e9-4107-4e58-ba1f-a386a690bb39,2024-11-17 14:53:59,81581b4e-833b-4846-92f6-f9f8e89549ab,f4dda795-3735-478c-a08a-e578062778f1,83da8d80-e8c4-4e0f-8311-b5eed8c468e9,0679dc0c-66c0-4026-991e-726a18e477e3
a32373e9-4107-4e58-ba1f-a386a690bb39,2024-11-17 14:53:59,81581b4e-833b-4846-92f6-f9f8e89549ab,f4dda795-3735-478c-a08a-e578062778f1,a38678ff-af08-468b-91ea-123aa246d4f9,3bb33775-5f39-4c04-bd74-2ebc8611f683
a32373e9-4107-4e58-ba1f-a386a690bb39,2024-11-17 14:53:59,81581b4e-833b-4846-92f6-f9f8e89549ab,f4dda795-3735-478c-a08a-e578062778f1,000e1d90-f20f-47c2-aae6-93b683d5d41b,1595efee-a826-4148-89c1-63727ddb19a3
a32373e9-4107-4e58-ba1f-a386a690bb39,2024-11-17 14:53:59,81581b4e-833b-4846-92f6-f9f8e89549ab,f4dda795-3735-478c-a08a-e578062778f1,76088c44-1cca-47eb-a620-fbae0385a87a,94ba5107-930d-47c8-ab99-cb944a1ce0b4
52f7bf14-b63a-45f0-8e1f-a83fd1ba4947,2024-07-27 09:22:26,fe69f6c5-7c08-4111-9693-f05a2e4bdb5a,913e6afb-5665-42cb-9c35-f66764953956,bdac286f-245d-422c-9446-867c37602708,77e4d24c-d17b-4396-8fc9-19c7a4578855
52f7bf14-b63a-45f0-8e1f-a83fd1ba4947,2024-07-27 09:22:26,fe69f6c5-7c08-4111-9693-f05a2e4bdb5a,913e6afb-5665-42cb-9c35-f66764953956,1cf054c0-8263-415b-925f-befda321d7ac,0218ce5d-5f69-4982-8ebf-a92378de59e6
c1c23e13-682d-41b4-be9e-421e071e66cf,2024-04-21 19:00:29,f890e9d1-a209-42ae-8059-c80ae1d5cbe9,5726e339-e803-434e-b02b-c68d2bbc68fe,590ae428-b891-4747-b040-9b96dc506638,94ba5107-930d-47c8-ab99-cb944a1ce0b4
c1c23e13-682d-41b4-be9e-421e071e66cf,2024-04-21 19:00:29,f890e9d1-a209-42ae-8059-c80ae1d5cbe9,5726e339-e803-434e-b02b-c68d2bbc68fe,1742ce32-8e96-40d4-9912-02fd2f65cf50,0c910c12-e6da-4429-9ef4-0dd71d3e727d
c1c23e13-682d-41b4-be9e-421e071e66cf,2024-04-21 19:00:29,f890e9d1-a209-42ae-8059-c80ae1d5cbe9,5726e339-e803-434e-b02b-c68d2bbc68fe,03156758-20d8-46b3-91e5-27d812efd6d6,cd97ee3b-f12b-4490-890e-017cd91684b3
c1c23e13-682d-41b4-be9e-421e071e66cf,2024-04-21 19:00:29,f890e9d1-a209-42ae-8059-c80ae1d5cbe9,5726e339-e803-434e-b02b-c68d2bbc68fe,1250e20f-1df4-47fe-a07f-1a6294be20a1,341b7cdf-0b98-41f5-a0bc-d04057f9994e
c1d66608-8b13-48d3-8dea-1427293c13fa,2023-06-05 13:12:04,7572c873-ee29-4559-b951-fcb3a8cfd42b,9dc03958-dd95-44c3-a480-622a033537b5,bfa59400-ea0b-4478-8245-e5427fd6a5b5,341b7cdf-0b98-41f5-a0bc-d04057f9994e
c1d66608-8b13-48d3-8dea-1427293c13fa,2023-06-05 13:12:04,7572c873-ee29-4559-b951-fcb3a8cfd42b,9dc03958-dd95-44c3-a480-622a033537b5,ba0615bb-410c-489a-931d-7d93771b2f2e,0679dc0c-66c0-4026-991e-726a18e477e3
c1d66608-8b13-48d3-8dea-1427293c13fa,2023-06-05 13:12:04,7572c873-ee29-4559-b951-fcb3a8cfd42b,9dc03958-dd95-44c3-a480-622a033537b5,16f7780f-f551-4395-9f85-41ca605adfdf,7e20dac8-f49e-4262-8fcf-796dc56b629b
c1d66608-8b13-48d3-8dea-1427293c13fa,2023-06-05 13:12:04,7572c873-ee29-4559-b951-fcb3a8cfd42b,9dc03958-dd95-44c3-a480-622a033537b5,73f64510-4e50-4ae2-b599-6013b79bb970,cd97ee3b-f12b-4490-890e-017cd91684b3
c1d66608-8b13-48d3-8dea-1427293c13fa,2023-06-05 13:12:04,7572c873-ee29-4559-b951-fcb3a8cfd42b,9dc03958-dd95-44c3-a480-622a033537b5,45c81942-32ca-41cf-a3a7-3e4d856f8a3b,1595efee-a826-4148-89c1-63727ddb19a3
c1d66608-8b13-48d3-8dea-1427293c13fa,2023-06-05 13:12:04,7572c873-ee29-4559-b951-fcb3a8cfd42b,9dc03958-dd95-44c3-a480-622a033537b5,efbb9819-191c-46fb-a8f0-e4fc10a1a3bd,77e4d24c-d17b-4396-8fc9-19c7a4578855
e33bcf81-fc74-4c00-9ddc-ac081e7dc826,2020-10-24 12:17:23,82b215a7-5819-44d1-b590-dcf1e1e15ad9,2ef97b2b-8e21-44fb-8e35-dd9f79d27bd5,4af67941-eeef-4841-8598-f04669529279,0679dc0c-66c0-4026-991e-726a18e477e3
9d17e0f8-b20b-4f75-888c-a4278fa0117b,2023-10-11 19:18:25,4f04cfbe-8a26-418d-9e8a-7a3bda5a7fd2,984894e2-fd4e-4be6-b0a9-a85f7ea6fac2,e16da510-a4c3-46ff-8e39-03de1b54ccb1,0679dc0c-66c0-4026-991e-726a18e477e3
9d17e0f8-b20b-4f75-888c-a4278fa0117b,2023-10-11 19:18:25,4f04cfbe-8a26-418d-9e8a-7a3bda5a7fd2,984894e2-fd4e-4be6-b0a9-a85f7ea6fac2,2417a5a6-cf8f-4a2f-b9e2-6007346be898,56923ff0-21b0-4e12-a263-df05f8c3a992
9d17e0f8-b20b-4f75-888c-a4278fa0117b,2023-10-11 19:18:25,4f04cfbe-8a26-418d-9e8a-7a3bda5a7fd2,984894e2-fd4e-4be6-b0a9-a85f7ea6fac2,13f14417-17b6-4983-b749-149b323ab58e,0218ce5d-5f69-4982-8ebf-a92378de59e6
9d17e0f8-b20b-4f75-888c-a4278fa0117b,2023-10-11 19:18:25,4f04cfbe-8a26-418d-9e8a-7a3bda5a7fd2,984894e2-fd4e-4be6-b0a9-a85f7ea6fac2,6e042532-af9a-4a1e-b830-d60a5f9ef1da,0a22730a-d9be-4e4d-ab28-c472f6d3e7df
9d17e0f8-b20b-4f75-888c-a4278fa0117b,2023-10-11 19:18:25,4f04cfbe-8a26-418d-9e8a-7a3bda5a7fd2,984894e2-fd4e-4be6-b0a9-a85f7ea6fac2,bf4003a5-9937-4a1d-84ab-3b54386f0939,0218ce5d-5f69-4982-8ebf-a92378de59e6
9d17e0f8-b20b-4f75-888c-a4278fa0117b,2023-10-11 19:18:25,4f04cfbe-8a26-418d-9e8a-7a3bda5a7fd2,984894e2-fd4e-4be6-b0a9-a85f7ea6fac2,736b3419-e17f-498c-b546-ea042c72778b,0679dc0c-66c0-4026-991e-726a18e477e3
9d17e0f8-b20b-4f75-888c-a4278fa0117b,2023-10-11 19:18:25,4f04cfbe-8a26-418d-9e8a-7a3bda5a7fd2,984894e2-fd4e-4be6-b0a9-a85f7ea6fac2,eafdd17f-b3f4-4000-93d6-fcb207972306,aad1858f-866a-4818-a2b9-9b4e66d2dc74
9d17e0f8-b20b-4f75-888c-a4278fa0117b,2023-10-11 19:18:25,4f04cfbe-8a26-418d-9e8a-7a3bda5a7fd2,984894e2-fd4e-4be6-b0a9-a85f7ea6fac2,7592854b-4087-487b-8824-6e2af991c910,1595efee-a826-4148-89c1-63727ddb19a3
9d17e0f8-b20b-4f75-888c-a4278fa0117b,2023-10-11 19:18:25,4f04cfbe-8a26-418d-9e8a-7a3bda5a7fd2,984894e2-fd4e-4be6-b0a9-a85f7ea6fac2,95c2d6c3-0990-4ec2-a3ec-1adff0e45cc5,0679dc0c-66c0-4026-991e-726a18e477e3
9d17e0f8-b20b-4f75-888c-a4278fa0117b,2023-10-11 19:18:25,4f04cfbe-8a26-418d-9e8a-7a3bda5a7fd2,984894e2-fd4e-4be6-b0a9-a85f7ea6fac2,243c99aa-dc15-4222-8a81-23bf78343ac9,0679dc0c-66c0-4026-991e-726a18e477e3
e6be72c1-a18e-4918-8b9a-b8039cfa8614,2025-10-11 17:00:04,710a42ff-d4d0-4c2b-bab8-8b2848356acc,974d8165-aa0c-4d63-ade9-995bfb5d8aee,a54b446d-2f5b-4184-b089-cd5fa7da4d26,0218ce5d-5f69-4982-8ebf-a92378de59e6
e6be72c1-a18e-4918-8b9a-b8039cfa8614,2025-10-11 17:00:04,710a42ff-d4d0-4c2b-bab8-8b2848356acc,974d8165-aa0c-4d63-ade9-995bfb5d8aee,4825faa3-cb41-445c-b369-42d64138dcb2,819908c1-5bb0-40bd-841e-2e5a1433ccea
e6be72c1-a18e-4918-8b9a-b8039cfa8614,2025-10-11 17:00:04,710a42ff-d4d0-4c2b-bab8-8b2848356acc,974d8165-aa0c-4d63-ade9-995bfb5d8aee,ed0a1787-7cca-4fc7-9691-db7b0392c38b,cd97ee3b-f12b-4490-890e-017cd91684b3
e6be72c1-a18e-4918-8b9a-b8039cfa8614,2025-10-11 17:00:04,710a42ff-d4d0-4c2b-bab8-8b2848356acc,974d8165-aa0c-4d63-ade9-995bfb5d8aee,7bd559d0-71e5-42b8-a4e7-d255117c390f,56923ff0-21b0-4e12-a263-df05f8c3a992
e6be72c1-a18e-4918-8b9a-b8039cfa8614,2025-10-11 17:00:04,710a42ff-d4d0-4c2b-bab8-8b2848356acc,974d8165-aa0c-4d63-ade9-995bfb5d8aee,ef59176c-cbbe-49ff-b7b9-487db195db1a,26fca9ea-e65f-49b0-99b2-60da79c274c1
3fd8e0dd-7cbb-433e-9788-66e4d831099f,2022-06-25 11:41:37,c807a4af-148f-4374-acac-7ea51a0732dc,38c03a92-1b6e-4053-a031-d7b3c4d7fa34,27a0f88d-8960-4dac-966f-ece61ecabc52,ed3e1b44-c8a4-42d3-af71-dbfa37b768c4
3fd8e0dd-7cbb-433e-9788-66e4d831099f,2022-06-25 11:41:37,c807a4af-148f-4374-acac-7ea51a0732dc,38c03a92-1b6e-4053-a031-d7b3c4d7fa34,bdf9b07f-c889-434b-8dbe-0f5fe7e21962,ed3e1b44-c8a4-42d3-af71-dbfa37b768c4
3fd8e0dd-7cbb-433e-9788-66e4d831099f,2022-06-25 11:41:37,c807a4af-148f-4374-acac-7ea51a0732dc,38c03a92-1b6e-4053-a031-d7b3c4d7fa34,cf480f48-138b-4537-8ea7-cd3b9b8173cb,341b7cdf-0b98-41f5-a0bc-d04057f9994e
12bada2d-348e-4182-b556-13856a29b321,2021-02-03 08:48:53,5e0e7f12-51e8-4bb1-b319-c4fe8b85229c,3441e13c-4d98-4db2-90ea-52f625b5b640,40ad5c0a-1ad5-4691-ac35-05726dd7f480,77e4d24c-d17b-4396-8fc9-19c7a4578855
12bada2d-348e-4182-b556-13856a29b321,2021-02-03 08:48:53,5e0e7f12-51e8-4bb1-b319-c4fe8b85229c,3441e13c-4d98-4db2-90ea-52f625b5b640,7a4db1df-3151-4087-aac1-49f9e8fbd976,94ba5107-930d-47c8-ab99-cb944a1ce0b4
12bada2d-348e-4182-b556-13856a29b321,2021-02-03 08:48:53,5e0e7f12-51e8-4bb1-b319-c4fe8b85229c,3441e13c-4d98-4db2-90ea-52f625b5b640,88c17073-736c-4653-a895-a30dd7f15906,1595efee-a826-4148-89c1-63727ddb19a3
12bada2d-348e-4182-b556-13856a29b321,2021-02-03 08:48:53,5e0e7f12-51e8-4bb1-b319-c4fe8b85229c,3441e13c-4d98-4db2-90ea-52f625b5b640,f49bddfa-c24c-44d3-8a06-de9f0ed73691,77e4d24c-d17b-4396-8fc9-19c7a4578855
3ccc830d-9a4a-4a5a-8b75-14dcc3d7f8e9,2021-06-09 14:28:35,7572c873-ee29-4559-b951-fcb3a8cfd42b,29f695b9-54db-415f-a61d-a48e1ffb50b7,aeeb54c3-14ac-4274-abcb-ba984afaa024,94ba5107-930d-47c8-ab99-cb944a1ce0b4
3ccc830d-9a4a-4a5a-8b75-14dcc3d7f8e9,2021-06-09 14:28:35,7572c873-ee29-4559-b951-fcb3a8cfd42b,29f695b9-54db-415f-a61d-a48e1ffb50b7,127a603d-8cef-4e27-a4d0-7dd37d16575c,819908c1-5bb0-40bd-841e-2e5a1433ccea
