store_id,store_type,store_name,store_address
962d4d25-e36b-4cec-9512-876e3232035c,컴포즈커피,컴포즈커피 도봉점,서울특별시 강북구 도봉로31길 88
9d06b44f-9c11-4b6e-a29b-75bdca879108,블루보틀,블루보틀 왕십리점,서울특별시 성동구 왕십리로1길 35
cccda690-d50c-4ad2-a173-3829dc2cd82d,이디야커피,이디야커피 구중앙점,서울특별시 구로구 구로중앙로19길 47
dd4989f3-bc4c-4c02-8d53-cf5e575dee54,블루보틀,블루보틀 반포점,서울특별시 서초구 반포대로45길 13
abe7ce62-5a72-4560-babe-22f1ea7b1019,할리스커피,할리스커피 세종점,서울특별시 종로구 세종대로13길 8
c737dd6c-f5dc-40e9-87e5-84e1a82785ca,이디야커피,이디야커피 두산점,서울특별시 금천구 두산로33길 23
31fc382d-2508-401d-9e36-6859259253fb,할리스커피,할리스커피 성내점,서울특별시 강동구 성내로13길 49
f97a66ef-67c3-4335-9936-9cb39d5aea8a,커피빈,커피빈 선릉점,서울특별시 강남구 선릉로19길 9
e2c7c1cc-4b31-475b-8516-287979ff239f,매머드커피,매머드커피 양화점,서울특별시 마포구 양화로31길 4
c047aabd-5dc7-4eae-a20e-8f6488207fc1,블루보틀,블루보틀 세종점,서울특별시 종로구 세종대로28길 100
a2494fd8-f9a2-4a20-ad5f-7f428d02a3b4,이디야커피,이디야커피 시흥점,서울특별시 금천구 시흥대로4길 31
780a9004-ebb3-480e-8dc3-13c9ae0d2b36,할리스커피,할리스커피 반포점,서울특별시 서초구 반포대로41길 5
2ad1fdde-8a4a-41a2-ac45-25ccd5a1f009,할리스커피,할리스커피 마조점,서울특별시 성동구 마조로49길 12
6ce37562-9ead-4ea6-9f3b-2bb62bf3432a,블루보틀,블루보틀 퇴계점,서울특별시 중구 퇴계로12길 36
cb276507-6e6d-47f0-bdf6-59cf19c1df3b,폴바셋,폴바셋 목동중앙본점,서울특별시 양천구 목동중앙본로8길 30
082b8503-0240-44cc-bcd3-accfe6f00474,컴포즈커피,컴포즈커피 화랑점,서울특별시 성북구 화랑로5길 63
09ddc8f0-8192-4a48-98fd-88defcf8e48b,매머드커피,매머드커피 성내점,서울특별시 강동구 성내로40길 82
cea9f18a-6490-4f07-b167-86307bd711dc,이디야커피,이디야커피 율곡점,서울특별시 종로구 율곡로22길 13
6b9fce07-c2bd-4729-9504-46a926537a02,스타벅스,스타벅스 반포점,서울특별시 서초구 반포대로33길 1
03f42c8a-0f90-4849-89a0-19eed6f24c4a,메가커피,메가커피 사당점,서울특별시 동작구 사당로22길 78
c403ea18-618a-4ae2-b49e-5a36adaa4fad,컴포즈커피,컴포즈커피 왕산점,서울특별시 동대문구 왕산로9길 48
