store_id,store_type,store_name,store_address
11ea2cb6-a8b0-4225-b8a7-341403bb3939,할리스커피,할리스커피 여의점,서울특별시 영등포구 여의대로37길 3
f73d96ad-e5d7-42e0-ae5a-59a582d59ce7,메가커피,메가커피 오금점,서울특별시 송파구 오금로1길 28
e1729efc-58de-48a4-ad39-b7c6b268524d,투썸플레이스,투썸플레이스 아차산점,서울특별시 광진구 아차산로30길 79
75f6995e-49f2-4b5c-9338-6c9e86e181bd,이디야커피,이디야커피 답십리점,서울특별시 동대문구 답십리로8길 94
6ff498a4-85d0-4513-8cdf-54f63e7658af,폴바셋,폴바셋 양천점,서울특별시 강서구 양천로30길 22
c4fa778c-b08d-4aee-86a3-3a0e6fb24899,커피빈,커피빈 양천점,서울특별시 강서구 양천로21길 9
3e7faebb-3ce1-474a-b1b2-5c3b8578d69c,폴바셋,폴바셋 영등포점,서울특별시 영등포구 영등포로2길 81
fe69f6c5-7c08-4111-9693-f05a2e4bdb5a,투썸플레이스,투썸플레이스 이태원점,서울특별시 용산구 이태원로9길 58
4a797aa0-e8bc-4c36-8d0d-b9a0f8284c71,할리스커피,할리스커피 율곡점,서울특별시 종로구 율곡로31길 39
7e53a07d-59c8-4e1f-9560-2c50d2825926,컴포즈커피,컴포즈커피 을지점,서울특별시 중구 을지로20길 50
32a98104-c3ef-4fc4-b8cc-338e961e79d6,블루보틀,블루보틀 퇴계점,서울특별시 중구 퇴계로16길 48
8ac57b23-4b02-49ae-a7c9-36f7b4658c63,블루보틀,블루보틀 자하문점,서울특별시 종로구 자하문로25길 40
ddac4968-ff7a-4cac-b01f-f34af6c42832,이디야커피,이디야커피 통일점,서울특별시 서대문구 통일로40길 48
d0ffdaa6-25d1-4386-8a9c-f06b32e5b8e4,폴바셋,폴바셋 가산디지털1점,서울특별시 금천구 가산디지털1로8길 83
f51a313f-12b8-471e-8ed9-4e89ee76d038,컴포즈커피,컴포즈커피 필동점,서울특별시 중구 필동로21길 24
fdd56a0c-2220-4dba-bfb5-a7b96b7a7b9d,이디야커피,이디야커피 연희점,서울특별시 서대문구 연희로24길 40
23ffce73-018c-432f-8bbe-2d07cb0b002d,컴포즈커피,컴포즈커피 필동점,서울특별시 중구 필동로14길 21
ffb278da-b198-4a97-b5a0-8f580288b134,커피빈,커피빈 왕산점,서울특별시 동대문구 왕산로12길 1
13079eb3-fd92-4fb7-9377-627078a3d4e9,컴포즈커피,컴포즈커피 강남점,서울특별시 서초구 강남대로17길 54
4f04cfbe-8a26-418d-9e8a-7a3bda5a7fd2,투썸플레이스,투썸플레이스 노해점,서울특별시 노원구 노해로14길 39
f6146735-b62c-48a6-bce0-b44bf5beecfa,컴포즈커피,컴포즈커피 상도점,서울특별시 동작구 상도로48길 78
7840577f-3a1d-47f6-a2c8-f1459a369227,컴포즈커피,컴포즈커피 노해점,서울특별시 노원구 노해로25길 22
d0b86425-b92e-465e-b48b-1365911dd4ca,컴포즈커피,컴포즈커피 논현점,서울특별시 강남구 논현로30길 45
0c7699c0-cfb3-480d-bf84-ad1d979ddb47,투썸플레이스,투썸플레이스 영등포점,서울특별시 영등포구 영등포로36길 84
428349ff-92bc-48c0-a64f-6e6fc7d714cf,이디야커피,이디야커피 사직점,서울특별시 종로구 사직로37길 67
8ed21ba8-20a6-48f5-af3a-3d6666c4fc96,할리스커피,할리스커피 장한점,서울특별시 동대문구 장한로5길 6
cbab01b1-97bb-4691-a67d-b3f4f71c3f87,메가커피,메가커피 능동점,서울특별시 광진구 능동로10길 37
